block_index,record_id,timestamp,data_hash,previous_hash,block_hash
0,SEC_PREAMBLE,2025-08-01 00:00:00 EST,f16d8062c456f6934189a0ffc72186b77c890f37edb1ac5dd7cfa01648e63355,0000000000000000000000000000000000000000000000000000000000000000,b31b0df84b1ebc8e977d652fbce7f461b084673408a2f6f27ec16771f20fd8f5
1,TARGET_MATRIX,2025-08-01 00:00:00 EST,7aaedd151d8dfeed3d21431137759a25bf04a8cffe7d271d17a6fa84c3a09752,b31b0df84b1ebc8e977d652fbce7f461b084673408a2f6f27ec16771f20fd8f5,e3707a417587e796662d54ec3657d173cb04f05b7c0e1a8c4b9e0883742d02ad
